uuid	filename	md5	barcode	disease	project
002726b4-1ec8-475c-8cf2-78748e1c68cc	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B07_1320606.nocnv_grch38.seg.v2.txt	3130a83d4411519c32862a119b48f611	TCGA-BA-A4II-01A-11D-A25X-01	HNSC	TCGA
0028d0cd-3836-43c7-9c2d-2d865c3e2901	FORUM_p_TCGAb_366_P02_NSP_GenomeWideSNP_6_G11_1390900.nocnv_grch38.seg.v2.txt	07460077d4f215d73c7f5be8a6d02ce3	TCGA-XG-A823-10A-01D-A35F-01	PCPG	TCGA
002a1c42-a01d-424c-b66d-e8a67dd61495	WANED_p_TCGAb_113_420_NSP_GenomeWideSNP_6_C09_1524080.nocnv_grch38.seg.v2.txt	499b4f2eb91f6785e2eb99353cefc1f7	TCGA-VS-A9UD-10A-01D-A42Q-01	CESC	TCGA
002cd38c-fe17-408c-8040-a32fd8cfa8f3	WITED_p_TCGA_b161_171_SNP_N_GenomeWideSNP_6_C01_845076.nocnv_grch38.seg.v2.txt	5c482829039efe947adb20a6106e54e2	TCGA-EM-A22Q-01A-11D-A17S-01	THCA	TCGA
002e1698-c5ca-4d40-b392-40d6d2c0981c	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E03_1376944.nocnv_grch38.seg.v2.txt	34d9fffd7465190edc06ec6562b54d29	TCGA-QK-A6VB-01A-12D-A34I-01	HNSC	TCGA
002f49cb-b972-4ec6-ba2f-3036d7c9652f	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D02_863242.nocnv_grch38.seg.v2.txt	e573e48e3e5e0fc7844d33ab15490f6b	TCGA-EP-A2KB-01A-11D-A182-01	LIHC	TCGA
002ff0fc-659b-40dd-9b7a-af5565e751dd	BINGE_p_TCGAb_366_P01_NSP_GenomeWideSNP_6_G08_1391180.nocnv_grch38.seg.v2.txt	b339c09f659e78cd8911b287012cb24e	TCGA-WB-A81F-10A-01D-A35F-01	PCPG	TCGA
003934df-e823-4266-8470-14e36bdfd031	SALIC_p_TCGAb26_SNP_N_GenomeWideSNP_6_C07_571290.nocnv_grch38.seg.v2.txt	ba52656b5c9d907e344f4793184d899e	TCGA-06-2564-10A-01D-0784-01	GBM	TCGA
003c121f-0367-43d6-8ab8-c10b2ad70a6a	DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G02_771570.nocnv_grch38.seg.v2.txt	d3ad9d743eebd2474891bd7eba51878d	TCGA-BJ-A191-10A-01D-A13V-01	THCA	TCGA
0040105f-c4d5-4823-9813-9f7d680cb519	COTES_p_TCGAaffxB8_9a_S_GenomeWideSNP_6_D04_292974.nocnv_grch38.seg.v2.txt	01e6e335ff894186c0e51e7d0bf54ad6	TCGA-12-0778-01A-01D-0333-01	GBM	TCGA
0044cadc-923e-449f-aa76-d8c16c8478c2	FIELD_p_5TCGA_250_N_GenomeWideSNP_6_H08_1231760.nocnv_grch38.seg.v2.txt	15db032ae785c56ae9a03dd6a8cb42aa	TCGA-EL-A3ZS-01A-12D-A23L-01	THCA	TCGA
00462d17-2876-4cf7-ae47-370fba732bcd	RETCH_p_TCGA_180_SNP_2N_GenomeWideSNP_6_G12_895710.nocnv_grch38.seg.v2.txt	6f433b3d8dfab86fac93a4154c6d32c3	TCGA-EE-A29D-06A-11D-A191-01	SKCM	TCGA
004926c3-1bae-448e-a4ee-1d893a43ad6f	RICER_p_TCGA_245_N_GenomeWideSNP_6_C02_1270826.nocnv_grch38.seg.v2.txt	38695f1cf57ba77267ec405ccaceacff	TCGA-HT-8109-01A-11D-2391-01	LGG	TCGA
004df6f0-9bb6-4bc4-a055-363bc2f5b88d	CUTES_p_TCGA_172_176_178_SNP_N_GenomeWideSNP_6_F12_863478.nocnv_grch38.seg.v2.txt	731977655d4b5e7ab8826f76447a1a44	TCGA-DM-A1HB-10A-01D-A182-01	COAD	TCGA
004f5348-e21a-4161-9504-c2284f21b256	FRUIT_p_TCGAb_327_328_329_NSP_GenomeWideSNP_6_G12_1367976.nocnv_grch38.seg.v2.txt	975daf969b54482b9e0841b354de937f	TCGA-DU-A76R-01A-11D-A32A-01	LGG	TCGA
0052c14d-ce3f-4d9d-9ad0-4178ff20b5e7	SABOT_p_TCGAb_366_P03_NSP_GenomeWideSNP_6_G03_1390678.nocnv_grch38.seg.v2.txt	1fbbad868b34cb6a82b02b4780db4ff4	TCGA-RW-A686-06A-11D-A35C-01	PCPG	TCGA
0057e2c2-20da-4ab8-9fe7-e9d624d0bd7a	DREES_p_TCGAb_346_347_NSP_GenomeWideSNP_6_B04_1373830.nocnv_grch38.seg.v2.txt	191bf2da7049d631bc1d697b8efa2f68	TCGA-DU-A76K-10A-01D-A33V-01	LGG	TCGA
0059729d-74ae-4f0f-a54f-74ba6f0d421a	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B06_734694.nocnv_grch38.seg.v2.txt	022f4c05e4431ea33c655c4c58fe7a94	TCGA-CV-5441-01A-01D-1510-01	HNSC	TCGA
0059c6c5-59e6-4768-95ee-fe2ed8504d09	CUBES_p_TCGAb_425_426_427_NSP_GenomeWideSNP_6_C01_1514026.nocnv_grch38.seg.v2.txt	93d5b4c3290953e2fc2fe2fe24528f67	TCGA-DD-AAEK-01A-11D-A40Q-01	LIHC	TCGA
005c4b55-dc57-4bd7-9e26-764492b1649b	DADOS_p_TCGAb3_85_86_87_88_NSP_GenomeWideSNP_6_B08_1464750.nocnv_grch38.seg.v2.txt	738b99d4474a49ac069d3e97b11ac3f2	TCGA-4N-A93T-10A-01D-A36Z-01	COAD	TCGA
005f2f30-a967-4fff-b07f-5ce63928d004	NISEI_p_TCGAb_417_418_NSP_GenomeWideSNP_6_E01_1485918.nocnv_grch38.seg.v2.txt	2840336a6b3e9c99a76be1e769da51a1	TCGA-UD-AAC5-01A-11D-A39Q-01	MESO	TCGA
005f5466-38f4-4b47-884c-670760c223c0	CODON_p_TCGA_293_294_295_N_GenomeWideSNP_6_B01_1343600.nocnv_grch38.seg.v2.txt	0560331b0d45320cd07ea9446a641548	TCGA-77-A5G1-10A-01D-A27M-01	LUSC	TCGA
00628504-b280-4b9c-9b38-d869c47175f4	WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_C03_1359056.nocnv_grch38.seg.v2.txt	4c2d7db5d304ca10d20765107e08dbe2	TCGA-EJ-A46I-10A-01D-A26J-01	PRAD	TCGA
006e1b8c-6155-40d1-b5d1-16bc0eae9cb1	CAUSE_p_TCGAb73_SNP_N_GenomeWideSNP_6_H05_698324.nocnv_grch38.seg.v2.txt	6e958cb7ed76420aae5f920ef206b341	TCGA-A5-A0R9-01A-11D-A102-01	UCEC	TCGA
006e4bd0-943e-4f85-a08d-4ff67b19ed2a	RAMPS_p_TCGA_Batch_430_NSP_GenomeWideSNP_6_G10_1538250.nocnv_grch38.seg.v2.txt	7a07d2f4c0c8df2967d160f4c017334e	TCGA-2G-AAHT-10A-01D-A432-01	TGCT	TCGA
006f0de1-82a3-4d27-b882-fbc8943df141	ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_E08_1365440.nocnv_grch38.seg.v2.txt	b4edfb3fb37199e1c9de019dd14a10c4	TCGA-EJ-A65G-10A-01D-A323-01	PRAD	TCGA
007207de-8918-4e6e-bb9b-f4e4c96835ba	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C03_1365336.nocnv_grch38.seg.v2.txt	4288d4810878a5840515e9df743fb509	TCGA-S5-A6DX-10A-01D-A31I-01	BLCA	TCGA
0074ad5a-6879-4c24-ae66-0d9b7ad03ac9	VOLAR_p_TCGAb_397_398_399_NSP_GenomeWideSNP_6_D09_1473440.nocnv_grch38.seg.v2.txt	f5f3c57e92ca81dd9b5bfad148e1beb6	TCGA-2K-A9WE-01A-11D-A381-01	KIRP	TCGA
0075e390-727c-446b-82ae-6e868672f01c	NICHE_p_TCGAb3_67_68_69_70_NSP_GenomeWideSNP_6_C12_1438954.nocnv_grch38.seg.v2.txt	f1a5d213aa37db3ba1884cf7a0667186	TCGA-VM-A8CA-10A-01D-A366-01	LGG	TCGA
0078b2b1-7871-46a3-8ed3-9a6e673ecf1c	AVISO_p_4TCGA_242_238_250_mN_GenomeWideSNP_6_F07_1231592.nocnv_grch38.seg.v2.txt	47c47d7bbc3501fb1f6836dde96a701f	TCGA-BR-8591-01A-11D-2390-01	STAD	TCGA
007db1fa-3b55-4cd9-a802-cc56d66fd304	SEXES_p_TCGA_b111_SNP_N_GenomeWideSNP_6_F06_780516.nocnv_grch38.seg.v2.txt	4790398d6e47e2bbdca0df1808921437	TCGA-19-5947-10A-01D-1694-01	GBM	TCGA
0082401a-2ab3-4e03-8e06-e26e6977b309	FRUIT_p_TCGAb_327_328_329_NSP_GenomeWideSNP_6_A08_1367858.nocnv_grch38.seg.v2.txt	a9ef148a1497dd07d27127a164d4bb80	TCGA-DD-A73E-01A-12D-A32F-01	LIHC	TCGA
0083bac7-7a9f-4456-985f-742c57d7dfb9	HONGS_p_TCGAb3_75_76_77_NSP_GenomeWideSNP_6_A02_1438260.nocnv_grch38.seg.v2.txt	61b10229e179d95c3ec02bc9f0cae664	TCGA-NI-A8LF-01A-11D-A35Y-01	LIHC	TCGA
0083fe41-da7d-4bfc-a44b-8a72b5fe5f34	MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_B03_729624.nocnv_grch38.seg.v2.txt	7a3aeea83bd9851459a04ece92443f4f	TCGA-DB-5276-10A-01D-1466-01	LGG	TCGA
008a264b-5f21-4cd3-b8ec-97d35a618b04	ODDER_p_TCGA_Batch_431_NSP_GenomeWideSNP_6_D08_1538086.nocnv_grch38.seg.v2.txt	1bac46eb57bcecff973012974103fe49	TCGA-XM-A8RB-01A-11D-A422-01	THYM	TCGA
008abf4f-8f63-434f-b408-411ceebd9d36	RICER_p_TCGA_245_N_GenomeWideSNP_6_B01_1270878.nocnv_grch38.seg.v2.txt	77e4f1e726485fd877c5995bea59477f	TCGA-HT-7855-01A-11D-2391-01	LGG	TCGA
008c0101-9490-4c76-a0fe-b7e7880d9f88	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D05_913934.nocnv_grch38.seg.v2.txt	ef429c7b4cd6601362dd8dbde4e2a806	TCGA-CV-7423-01A-11D-2077-01	HNSC	TCGA
008dbc9f-bb58-4dde-8f76-c84002536d9e	NEWLY_p_TCGA_Batch13_CN_GenomeWideSNP_6_B06_446218.nocnv_grch38.seg.v2.txt	fe978d0015c63dba386fc7aae7ee9c08	TCGA-25-1314-10A-01D-0452-01	OV	TCGA
0096dec0-0348-427b-a27b-ebc6f6352d28	HERMS_p_TCGAb_391_NSP_GenomeWideSNP_6_B11_1473508.nocnv_grch38.seg.v2.txt	b546437926961325d42992b61b4af078	TCGA-K4-AAQO-01A-11D-A38F-01	BLCA	TCGA
009876e0-c592-4180-80c5-091b98b3e77e	CUBES_p_TCGAb_425_426_427_NSP_GenomeWideSNP_6_C04_1514032.nocnv_grch38.seg.v2.txt	7c1a2c7c336e8e478ce896e5189845ae	TCGA-DD-AAVW-10A-01D-A40T-01	LIHC	TCGA
0098d25b-85bf-4c30-a7f4-64e132b45b4d	CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_G05_777660.nocnv_grch38.seg.v2.txt	08b2c7939e0adfe906eca84e94c9783b	TCGA-A2-A1FZ-10A-01D-A14F-01	BRCA	TCGA
009c49c6-1655-47fd-88ee-aea4468ccab5	NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_E01_1486472.nocnv_grch38.seg.v2.txt	7b597ca6c05c8c4fb0ca661f74215c10	TCGA-YD-A9TA-06A-11D-A396-01	SKCM	TCGA
009d4f86-6591-4675-aab4-d295603dd210	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E09_1148272.nocnv_grch38.seg.v2.txt	812a7091cec15a26d71d1ed748977ac1	TCGA-77-8150-01A-11D-2243-01	LUSC	TCGA
009da171-4f8a-4776-87c3-c6007325539e	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G02_730368.nocnv_grch38.seg.v2.txt	41167d33f97ea64db93975f5d34da2fc	TCGA-CN-4722-01A-01D-1432-01	HNSC	TCGA
009e2bf8-5728-4d91-9138-20541d109174	MACON_p_TCGASNP_218_AML_PP_N_GenomeWideSNP_6_C01_1040050.nocnv_grch38.seg.v2.txt	4ba449f98f1c80c1bc01beda80ce0e58	TCGA-DX-A2J1-01A-11D-A21P-01	SARC	TCGA
00aade6e-9d70-42a2-899d-af96dad190f2	AMAZE_p_TCGASNP_b86_87_88_N_GenomeWideSNP_6_A05_735540.nocnv_grch38.seg.v2.txt	0ec5bcfd9290c58c9d079cb66bf8688b	TCGA-BJ-A0Z0-10A-01D-A10T-01	THCA	TCGA
00ab1d11-da1b-4cf7-80f7-1c5a41c7337a	SPICS_p_TCGA_B_314_315_316_NSP_GenomeWideSNP_6_B09_1361450.nocnv_grch38.seg.v2.txt	ec7b16da2a1669643b13c71eb7c00d16	TCGA-G9-6498-10A-01D-A30W-01	PRAD	TCGA
00abebc6-09ae-4902-9851-c781c0c79291	SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_A07_777360.nocnv_grch38.seg.v2.txt	2203fcdc8d210a32df19d9ed8e3faa26	TCGA-CM-5864-10A-01D-1649-01	COAD	TCGA
00ac437a-4c82-4dfb-b7bc-35cc7cabb0ab	APRES_p_TCGAb_414_15_16_17_NSP_GenomeWideSNP_6_B12_1486388.nocnv_grch38.seg.v2.txt	4b7c509da08fee129b7df1a9ed09c5fd	TCGA-XC-AA0X-10A-01D-A400-01	LUSC	TCGA
00ad0aa5-f498-4dce-95cb-c4c95b268075	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C01_730394.nocnv_grch38.seg.v2.txt	67e2c41a87cdae263cfa3fb3304cab13	TCGA-CN-5373-01A-01D-1432-01	HNSC	TCGA
00ad3770-b274-4a63-bff3-2d25d78803b5	TSUBA_p_TCGA352_119_144_221_NSP_GenomeWideSNP_6_F12_1377038.nocnv_grch38.seg.v2.txt	c5d2cb51b111290ff43e7167b16f18a1	TCGA-S9-A7IY-10A-01D-A349-01	LGG	TCGA
00ad6d82-4074-47c2-a124-6c47f059d877	RUNIC_p_2TCGA235_237_250_242_mN_GenomeWideSNP_6_G11_1231148.nocnv_grch38.seg.v2.txt	5d6ba71ae9d1f777b442871b0886de38	TCGA-ER-A19W-10A-01D-A238-01	SKCM	TCGA
00ae0b84-fcc1-4969-9c41-b78c9056eee1	HONGS_p_TCGAb3_75_76_77_NSP_GenomeWideSNP_6_C03_1438292.nocnv_grch38.seg.v2.txt	ac3fa81ef27f9aacb64ae411551e35a6	TCGA-G7-A8LD-01A-11D-A35Y-01	KIRP	TCGA
00b0073f-dbf5-4e6c-be78-ba5c6099bb56	BATHS_p_TCGAb51_SNP_N_GenomeWideSNP_6_B06_680940.nocnv_grch38.seg.v2.txt	0ee4390cfd5e0624b69e615307c96f67	TCGA-AL-3472-01A-01D-1190-01	KIRP	TCGA
00b6e03c-cc23-4f3a-bbd2-8d7bfb4341ff	BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_B06_772144.nocnv_grch38.seg.v2.txt	c3ab47bf8a919594e0f952e0afbdf294	TCGA-C8-A1HE-01A-11D-A13J-01	BRCA	TCGA
00b9177b-5d55-4599-8317-14e016c5ac24	MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_G11_1320394.nocnv_grch38.seg.v2.txt	f5d7915e6e86d0989116a929fb77fc09	TCGA-B2-A4SR-01A-11D-A25U-01	KIRC	TCGA
00c9d994-4fc8-4fe4-84eb-e7365c41450d	NISEI_p_TCGAb_417_418_NSP_GenomeWideSNP_6_C03_1485868.nocnv_grch38.seg.v2.txt	918851fb3d243c538703f020b32fd6e0	TCGA-V4-A9EU-01A-11D-A39V-01	UVM	TCGA
00cbdbd4-dc1c-49ef-8e97-66d0c5ef2a24	SABOT_p_TCGAb_366_P03_NSP_GenomeWideSNP_6_C01_1390744.nocnv_grch38.seg.v2.txt	3967baaddd71ffced5c82329702915cf	TCGA-P8-A5KD-01A-11D-A35C-01	PCPG	TCGA
00ccc1aa-196e-481e-ad06-a3857a074a9d	STOPE_p_TCGAb3_58_59_60_61_62_N_GenomeWideSNP_6_E09_1388038.nocnv_grch38.seg.v2.txt	de9097da19d332c92e1bfe2d8c45718d	TCGA-LD-A7W6-01A-81D-A350-01	BRCA	TCGA
00ce00f9-823c-4695-a75d-d927cbe99c05	FORUM_p_TCGAb_366_P02_NSP_GenomeWideSNP_6_E03_1390962.nocnv_grch38.seg.v2.txt	97c619e837b546b4c0b1c103d494df5b	TCGA-TT-A6YO-01A-11D-A35H-01	PCPG	TCGA
00ceee1b-de79-4115-a9c6-c79a9284bde4	HONGS_p_TCGAb3_75_76_77_NSP_GenomeWideSNP_6_H08_1438204.nocnv_grch38.seg.v2.txt	3e8c9bf32bd605019016330e58e1741a	TCGA-X6-A8C6-01A-11D-A36I-01	SARC	TCGA
00cf1509-62ed-4c87-ae6b-720b8d059d79	FERLY_p_TCGA_batch_283_N_GenomeWideSNP_6_C02_1346948.nocnv_grch38.seg.v2.txt	51f71ed891d9be24e52a9a7d40bad298	TCGA-63-A5MV-10A-01D-A26J-01	LUSC	TCGA
00d62e00-dce4-475b-9baf-3c6a7a6f9d2b	BREAD_p_TCGAb_430_431_NSP_GenomeWideSNP_6_D03_1537852.nocnv_grch38.seg.v2.txt	19cc69ab1047f7c0abe1df091061ff88	TCGA-ZB-A96V-01A-11D-A427-01	THYM	TCGA
00d6cde4-fcd6-43e4-a213-e2d30c4bc233	STALL_p_TCGA_b116_126_SNP_N_GenomeWideSNP_6_A01_781554.nocnv_grch38.seg.v2.txt	e1251fd715106b4155e517fc60996662	TCGA-G4-6307-10A-01D-1718-01	COAD	TCGA
00dc993b-ed03-462f-81f4-97140ce96f2b	ODDLY_p_TCGASNP_165_184_N_GenomeWideSNP_6_C11_1051678.nocnv_grch38.seg.v2.txt	13bf97bbc792fbc41c06748b44eaf88b	TCGA-BR-7715-01A-11D-2052-01	STAD	TCGA
00dd8535-6be7-4ee4-bcd1-4c6817625594	PULED_p_TCGA_130_157_N_GenomeWideSNP_6_H01_831852.nocnv_grch38.seg.v2.txt	039ab53e2e5f3650401153e14f11d53f	TCGA-AD-6895-10A-01D-1923-01	COAD	TCGA
00de376f-70de-489c-aa90-2acf246efb36	HONGS_p_TCGAb3_75_76_77_NSP_GenomeWideSNP_6_D06_1438250.nocnv_grch38.seg.v2.txt	c1f1064d71b9dd78b25eb2395597f2ba	TCGA-CC-A8HV-10A-01D-A35Y-01	LIHC	TCGA
00df01ec-1425-4435-af8e-277c0235b0e5	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C07_628576.nocnv_grch38.seg.v2.txt	518bf97d0092dd35ceb914d791bfe7ae	TCGA-A8-A096-10A-01D-A012-01	BRCA	TCGA
00e0dca3-3107-409d-9f6a-de2960c17d31	WANED_p_TCGAb_113_420_NSP_GenomeWideSNP_6_H11_1524078.nocnv_grch38.seg.v2.txt	abd49688cbac56937b54f1bbb4eec83a	TCGA-VS-A9UH-10A-01D-A42Q-01	CESC	TCGA
00e47c7c-eb2d-44af-90cc-3e49c327e1cb	PAGOD_p_TCGAb31_SNP_S_GenomeWideSNP_6_H06_584720.nocnv_grch38.seg.v2.txt	4d4ac3f46b1270d40436306b9ef79e13	TCGA-43-2576-11A-01D-0844-01	LUSC	TCGA
00e4e18a-f888-4173-b98a-6cfe464c8013	FALLS_p_TCGAaffxB4_1_GenomeWideSNP_6_G04_190668.nocnv_grch38.seg.v2.txt	da42fe00feb101cbae0ae8b802143b4c	TCGA-06-0178-01A-01D-0236-01	GBM	TCGA
00e5625d-9817-454f-912f-9940cd4c1436	YOWIE_p_TCGA_b71and106_N_GenomeWideSNP_6_E02_764010.nocnv_grch38.seg.v2.txt	5ba4ca3d2182378cac62ec25623dc3fa	TCGA-B1-5398-01A-02D-1588-01	KIRP	TCGA
00e5b0c8-4641-4819-8dd4-fec28dcc3e94	COMMY_p_TCGA_194_198_SNP_N_GenomeWideSNP_6_B05_955510.nocnv_grch38.seg.v2.txt	3f62dee5f56d8e35dc9446dea43e4a65	TCGA-DW-7841-10A-01D-2135-01	KIRP	TCGA
00e80014-b7d4-44b0-b914-9f6e2cf737b3	MICHE_p_TCGAb_428_429_NSP_GenomeWideSNP_6_A01_1521378.nocnv_grch38.seg.v2.txt	7dd1340c0458e7a9b8f5bbf7ba634fcc	TCGA-3X-AAV9-10A-01D-A419-01	CHOL	TCGA
00ebd29d-2eb7-45a1-a537-68d8aaf33ec5	MATZO_p_TCGAb40_SNP_1N_GenomeWideSNP_6_E04_667710.nocnv_grch38.seg.v2.txt	7ef9abd54fa994502b7aa55301a2ce2e	TCGA-42-2589-01A-01D-1043-01	OV	TCGA
00ee64cb-ee19-4b31-bb0a-fb84e4374362	CAUSE_p_TCGAb73_SNP_N_GenomeWideSNP_6_H08_698202.nocnv_grch38.seg.v2.txt	36864378c7af197935588a890dbee6a6	TCGA-BS-A0TI-10A-01D-A102-01	UCEC	TCGA
00f18e83-74cc-43c5-b6d7-54e5f21e9986	AVISO_p_4TCGA_242_238_250_mN_GenomeWideSNP_6_E07_1231622.nocnv_grch38.seg.v2.txt	a768ebe8d6efa05a1995e5ba8ca92991	TCGA-BR-8680-01A-11D-2390-01	STAD	TCGA
00f23d8e-2001-4e8f-8510-660b328e3ea1	DLP_REDO_FROM_TAZZA_B08.nocnv_grch38.seg.v2.txt	27d54b7001e11bb1761d2abce6bcdb08	TCGA-X6-A7WD-10A-01D-A350-01	SARC	TCGA
00f3025c-e8bd-49f6-b20a-d87dd911f26c	SWEDE_p_TCGAb322_23_24_25_26NSP_GenomeWideSNP_6_F04_1364956.nocnv_grch38.seg.v2.txt	6213ad49d9cc0473d0d1be96eb686b88	TCGA-B9-A69E-10A-01D-A31W-01	KIRP	TCGA
00f679db-bb02-4ebd-a198-6bbbe1a6716f	OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_E06_831236.nocnv_grch38.seg.v2.txt	46f09cb55c0b41945485c72cf8207582	TCGA-94-7033-10A-01D-1944-01	LUSC	TCGA
00fe7ce1-a2ff-4be1-89e6-4cee89ce1eab	DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_G03_1343850.nocnv_grch38.seg.v2.txt	6c8971e0999c0b4942bbb37cab643726	TCGA-JW-A5VG-10A-01D-A28D-01	CESC	TCGA
00ffaa41-f1db-4f7f-af3e-4ddc52731a39	RAMPS_p_TCGA_Batch_430_NSP_GenomeWideSNP_6_B05_1538236.nocnv_grch38.seg.v2.txt	5b1af2d4a574dabeb5998755920acdbd	TCGA-2G-AAG8-10A-01D-A432-01	TGCT	TCGA
0102ffb2-a483-4215-a97e-facec20945e2	IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_E05_808438.nocnv_grch38.seg.v2.txt	f2e2d8c8c6556f63634cdda384a83a76	TCGA-44-6778-01A-11D-1854-01	LUAD	TCGA
0105f1ff-c73b-4085-8aa3-cb9ada657c5f	BIKES_p_TCGAb62_SNP_N_GenomeWideSNP_6_D08_680702.nocnv_grch38.seg.v2.txt	ec3726c147b3d5fb18eb9b53b9c26020	TCGA-32-2494-01A-01D-1224-01	GBM	TCGA
0107c087-707f-4b63-92f2-030914275e4b	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_C05_1376872.nocnv_grch38.seg.v2.txt	918e23378ff479d9ebcaf8f7a7d7c635	TCGA-QS-A744-01A-11D-A34P-01	UCEC	TCGA
010bf685-d0d5-46be-bbba-cacc07dde3b7	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_E07_730662.nocnv_grch38.seg.v2.txt	35fb70c55765533e6e81acaaf6e15cbc	TCGA-B0-5092-11A-01D-1417-01	KIRC	TCGA
0116e75a-ec4f-4cab-8e88-3a9a2217a4a4	AVOWS_p_TCGAb49_SNP_1N_GenomeWideSNP_6_D09_653372.nocnv_grch38.seg.v2.txt	16851bdb6fe32c8f087f62b830ca1e6c	TCGA-AP-A051-01A-21D-A00X-01	UCEC	TCGA
