uuid	filename	md5	barcode	disease	project
01050c88-27fe-4f4e-ab78-1cd55c3b6182	8ab01ebe-8fe7-4a80-8b2d-aeb07a4f5af2.mirbase21.isoforms.quantification.txt	b8d2ba9b065c0fccc7e06c4da9aae247	TCGA-EW-A1J6-01A-11R-A13P-13	BRCA	TCGA
0105ec33-24d8-45b7-b00c-7906a7708a9a	820c7be5-c7f1-475f-8fc9-5cb5ddd3bb9a.mirbase21.isoforms.quantification.txt	fd5aa10e9b4ec7407545c0bf7eff6e6b	TCGA-EE-A3JB-06A-11R-A21E-13	SKCM	TCGA
01067029-8b02-4870-bc24-2aeef0b8b105	3fef2828-722e-4ae8-aaa8-e689d3d2017f.mirbase21.isoforms.quantification.txt	b6312b6163dd11ae7650e0c5671f157d	TCGA-S9-A7J2-01A-11R-A34G-13	LGG	TCGA
010e6148-8f39-410e-9a96-c9d6237ad1ed	c580b2d1-38be-4af3-8391-b43b6631c85c.mirbase21.isoforms.quantification.txt	5506a39ef32b0b727003da2a7b3da3e1	TCGA-CC-5261-01A-01R-A130-13	LIHC	TCGA
0119ccc8-a25b-42f3-ad30-ac292c50e2a1	308604a0-ea23-4f64-aac4-6bc1e5bf2b75.mirbase21.isoforms.quantification.txt	dc45eea7c14d3085b198f790a0792b81	TCGA-E8-A416-01A-11R-A23I-13	THCA	TCGA
011cb182-d2ca-44a0-94e3-dd9361c30892	1270c274-1622-40a7-a3d8-cc2f34d9c698.mirbase21.isoforms.quantification.txt	f3567cfb6ff5d417f59bb014c627ea47	TCGA-ZG-A8QZ-01A-11R-A37H-13	PRAD	TCGA
0129240e-b6b7-476b-9469-54a6363a1228	cd30efce-c476-4535-888e-8a416eca9501.mirbase21.isoforms.quantification.txt	aa4d1deed9bff313d89085413d119dda	TCGA-B6-A0X7-01A-11R-A10I-13	BRCA	TCGA
012c4bf5-c9f9-4b72-8ed8-4fc6477cab49	28b4f898-5e0f-4cde-be9a-4b7c047ab951.mirbase21.isoforms.quantification.txt	9cd218e0beb6d6d1f95e9ab4b21399ac	TARGET-50-PALDWP-01A-01R	WT	TARGET
0133ac10-5125-4d2e-aee0-5424d6099443	66bb76c6-c613-4d5a-bc0c-df86a7382c1e.mirbase21.isoforms.quantification.txt	00faf581e2132c9002e7c2364044ac6b	TCGA-CJ-4904-01A-02R-1425-13	KIRC	TCGA
0135b1b9-96c1-40ee-b934-6a7286d9c75e	194a02e1-5e92-47a0-a6d3-68054484e297.mirbase21.isoforms.quantification.txt	55d412f6c8b6c2cfda8883a1d65790a9	TCGA-C5-A1M5-01A-11R-A13X-13	CESC	TCGA
0135d5e2-7291-4990-b57d-58d5e7d6f9fd	7d3477e3-5733-4ea0-a393-a0b9d1b48f2a.mirbase21.isoforms.quantification.txt	3573f16fe1e68d2b94f9a01ef37b7cdd	TARGET-50-PAJLPX-01A-01R	WT	TARGET
0140b4d1-a998-4a0b-8009-5365c238bf65	63905449-33f5-4140-bf0e-43bffb1ff079.mirbase21.isoforms.quantification.txt	19706990e2e129c96c652920f764927a	TCGA-KS-A4IC-01A-11R-A25C-13	THCA	TCGA
01424f91-be03-4a48-b2ff-2809d839f3c4	2adf8314-9cf6-4d33-844c-1d21382880ac.mirbase21.isoforms.quantification.txt	dd4a0e1d3f7776a7e8298051d0451e8c	TCGA-FG-7634-01A-11R-2089-13	LGG	TCGA
01466799-d9a0-4e48-8830-804fcd58eb92	c36c20f6-3a1f-485f-93d1-fef32590367f.mirbase21.isoforms.quantification.txt	2760c9951238499ebeef4ea9579d697a	TCGA-DD-AAE6-01A-11R-A41H-13	LIHC	TCGA
0147e886-71af-4abe-a2cd-fac1bcf67aab	72280a13-1bf2-454b-95f9-4efd318575bd.mirbase21.isoforms.quantification.txt	ef66d27f63d01708392730a7f680a200	TCGA-EE-A3J8-06A-11R-A20E-13	SKCM	TCGA
014808e2-fe91-4ef9-9b5b-882a9b1d350a	94b82f25-5a16-4bb2-ad0c-bcbbc2432078.mirbase21.isoforms.quantification.txt	0fe57a150adf9b9bc04f46817041b90d	TCGA-A7-A0CJ-01A-21R-A010-13	BRCA	TCGA
0149edd7-6eb1-482b-9e20-6633ea66e2bd	806e63e0-463e-4370-acf8-a2787c33c683.mirbase21.isoforms.quantification.txt	0b5cb3ee95f4e40658f8b9f78958ceae	TCGA-24-1545-01A-01R-1566-13	OV	TCGA
014b6284-c5ec-40ed-930a-c1b18b895bf9	aa190bc1-f337-4a01-a78b-8a5c154af701.mirbase21.isoforms.quantification.txt	7ea54b9cbad884c189eaa4fbbd72fcc2	TCGA-CV-7091-01A-11R-2015-13	HNSC	TCGA
01586f03-fe69-4571-8059-a9b75b1c41db	e593b585-7d71-4988-8e7b-8a2e70010124.mirbase21.isoforms.quantification.txt	b7e381d6b391055f0a9114a9f707c5ad	TCGA-IF-A4AJ-01A-11R-A24Y-13	SARC	TCGA
015bf2f0-5598-41c7-8c4c-d1daf0c0089c	f1d8d0ab-f7fb-4c73-a7ea-bf7c63bb7028.mirbase21.isoforms.quantification.txt	f1840e857452861167aa2815d681635c	TCGA-CZ-4864-11A-01R-1502-13	KIRC	TCGA
01670432-b4b4-4330-9aa2-860558f5aea5	c8eacb47-4062-40e1-9b9a-a6f8ff0c077e.mirbase21.isoforms.quantification.txt	57fca91a0b97fae1cb025f6fefc5e5ca	TCGA-EJ-8468-01A-21R-2401-13	PRAD	TCGA
0169426d-661a-466f-b1c9-16af29689764	e6087fcc-9219-4c82-acc5-91d289d835b0.mirbase21.isoforms.quantification.txt	58002d5c43b8db33330c7ebb700308f1	TCGA-BK-A0CA-01A-21R-A27D-13	UCEC	TCGA
016f5928-ebbb-444d-9fd8-3882cc9349ba	e2f114c9-c520-4b9f-aefc-cb113fe55072.mirbase21.isoforms.quantification.txt	b6ba1b50ce3aafa1c723cf10a2522268	TCGA-DX-A23Y-01A-11R-A27U-13	SARC	TCGA
017251eb-fefe-4c28-8e0d-ed349b298ff9	0a6d5361-088d-4356-900d-a70412134420.mirbase21.isoforms.quantification.txt	76a31e6223bd0f3f82cae5449d10da23	TCGA-RW-A68B-01A-11R-A35M-13	PCPG	TCGA
0173984e-ea96-4125-ab2a-5c5c0daa987a	139c0f7b-8b5b-4717-a24e-4b7e9b1ef711.mirbase21.isoforms.quantification.txt	bc98029374c58902d6e7099690969efe	TCGA-A7-A26J-01B-02R-A27D-13	BRCA	TCGA
0175a81c-a9a5-407b-8be8-131e8561d876	ebcc4c11-22ed-4bd9-877d-fd2414a16496.mirbase21.isoforms.quantification.txt	cffb2d926af3e68603d2bf65f94b754d	TCGA-G9-7519-01A-11R-2262-13	PRAD	TCGA
01760f5b-5447-4c76-aa92-b0034f1eb81a	09af3d9f-f60f-49c9-81b2-5e70fb57fb4a.mirbase21.isoforms.quantification.txt	d697c3c3193a74bf53df280b56d27824	TCGA-36-1571-01A-01R-1566-13	OV	TCGA
017800bf-7d39-4ff5-99b4-197eefa96b3a	8cecb9a1-c506-43d5-962f-532df0efe290.mirbase21.isoforms.quantification.txt	4c63da529ecf8e0123092afd8858a2e5	TCGA-AC-A8OR-01A-21R-A41G-13	BRCA	TCGA
017952d1-8af5-4c46-9628-044a768ff65a	98a4b985-eb7d-4ce1-9e2b-e68ae0a20ad6.mirbase21.isoforms.quantification.txt	330b4058099eafb11183ebe22af08e97	TCGA-C5-A7X8-01A-11R-A36A-13	CESC	TCGA
017c432a-cc11-4bcf-9bf1-74943d9c9d1f	d6154796-9307-4501-9963-a37f9833dd69.mirbase21.isoforms.quantification.txt	c037b248c6a137f0f28705805a1f7fda	TCGA-A6-5664-01A-21H-1838-13	COAD	TCGA
017e1f96-35cf-4303-bb10-9c3d26a52e72	5293e704-1c83-48d7-9786-f6acdf1a2da1.mirbase21.isoforms.quantification.txt	df828c93da96aa3d2e1ea4c77c4e01e6	TCGA-YU-A90P-01A-11R-A43A-13	TGCT	TCGA
01876101-2d8d-400c-b3ca-98ed4ead769a	4d63ecc3-6cba-4893-88bf-d7b927b99cd4.mirbase21.isoforms.quantification.txt	79c54d3ac771198f14c24e133d7f1fe6	TCGA-E9-A228-01A-31R-A156-13	BRCA	TCGA
018c0007-23f8-41de-bf39-818b989d4dd3	92d667b3-1714-46a7-8553-c390bef83d14.mirbase21.isoforms.quantification.txt	9b9fadda83658d4f80bcc37145714b90	TCGA-AO-A12A-01A-21R-A114-13	BRCA	TCGA
0195347f-1f43-43da-9231-e68a9d49176f	5801a134-103b-43af-88b0-b24581b5ad9b.mirbase21.isoforms.quantification.txt	dfc37787c7e1b5b6e3c229a5e1c0c743	TCGA-D9-A6EC-06A-11R-A310-13	SKCM	TCGA
019cb96e-ce69-4723-bf28-0624ddda4216	f80436ce-e669-4f09-a48b-40ed98821891.mirbase21.isoforms.quantification.txt	588fd3efb86f364d2a61657dde4e9454	TCGA-F1-A72C-01A-21R-A33X-13	STAD	TCGA
019e087c-c538-4516-a773-9c671ba66e25	139b0000-a993-45a1-9115-f4d7496f450f.mirbase21.isoforms.quantification.txt	83dcc65684e32f14606170f4f57d8ff4	TCGA-FA-A86F-01A-11R-A38N-13	DLBC	TCGA
01a1994a-ba9a-4076-afa5-fc0da88e4bc3	d10f5fd5-5f43-4ef2-87a6-849d90d688d6.mirbase21.isoforms.quantification.txt	7d14e9d4826645b04d8bc6c724ab145f	TCGA-G2-AA3D-01A-11R-A39B-13	BLCA	TCGA
01af3640-0036-4c6b-9d71-6d241d375907	d3c4a9cf-95c5-4df0-b9a7-c32d6d6a8816.mirbase21.isoforms.quantification.txt	a760d728d761643e3078426a136ba1a7	TCGA-61-2094-01A-01R-1568-13	OV	TCGA
01ba6e32-952a-4610-8944-cbaac9c32ec7	03c510e2-4891-484d-ba5b-16a852ae6533.mirbase21.isoforms.quantification.txt	467462d92aa7534829ef605ac6ca9eb4	TCGA-78-7150-01A-21H-2038-13	LUAD	TCGA
01c3144c-7028-400f-b15e-849521a58711	a9e5a5d7-7ef7-45f7-a324-fd63dcea7dae.mirbase21.isoforms.quantification.txt	75b1a8e1cc7d37e2399c1dd0b34298f0	TCGA-B0-4712-01A-01R-1502-13	KIRC	TCGA
01c5f313-d0ec-49bf-b864-e3f7a7ea8db1	3eb38dfd-c1ab-4013-bdc7-c2825bbeb4fa.mirbase21.isoforms.quantification.txt	66831792f0b5f477f97070db41eec4ea	TCGA-CS-5394-01A-01R-1469-13	LGG	TCGA
01c8121e-4dc5-464f-bc7e-fc791a699ee0	fc9e20a7-1eed-40ab-a40b-5f31789095cb.mirbase21.isoforms.quantification.txt	2b4224914f893c708d192acdfd1ece62	TCGA-S7-A7WU-01A-11R-A35N-13	PCPG	TCGA
01cd3012-9569-4ff2-8fba-59003a906123	62748187-c58c-4d26-9bac-d3bd348c7f9e.mirbase21.isoforms.quantification.txt	ba484f3f03a402816b6da2df8505bc6f	TCGA-MP-A4T6-01A-32H-A263-13	LUAD	TCGA
01d242c0-bf88-45a7-b972-7dcd757fab12	2e706aa7-facf-4a61-ae36-5e672cb7c280.mirbase21.isoforms.quantification.txt	4c8e079d0b4eaba9f7a5608ca62fea92	TCGA-CQ-5334-01A-01R-1685-13	HNSC	TCGA
01d91ad8-1268-4404-88c4-e836e04f6022	fe141dc1-2c18-4d14-b948-4673c299e451.mirbase21.isoforms.quantification.txt	808922cb71809cced021b4e640e4a0ac	TCGA-D7-8579-01A-11R-2343-13	STAD	TCGA
01e18cae-c606-40c2-a1f7-f14063c2b62d	9f056d34-77f0-42a9-9b08-efaaebb2b03c.mirbase21.isoforms.quantification.txt	3a0610f9fd7bb57e924967d1d018913a	TCGA-2L-AAQI-01A-12R-A39J-13	PAAD	TCGA
01e41f12-9a77-4d5e-ac73-e160cf4e0324	a9af9655-e53b-442c-a812-8146ac4f1f8f.mirbase21.isoforms.quantification.txt	a56d4d93f60e8d65cf2a00434a0e392d	TCGA-V4-A9EM-01A-11R-A40B-13	UVM	TCGA
01e5e861-8200-4511-a7d1-1d5fcdbd0961	9706192b-09e1-428b-8a5f-f2393010bbc2.mirbase21.isoforms.quantification.txt	36db11042cb039c1127b967ce1ff1e23	TARGET-52-PATFXW-01A-01R	RT	TARGET
01eeaa10-cf46-4261-a2e1-f095873d1a68	9bcbbd03-cf29-4474-840d-1d3acbe85da8.mirbase21.isoforms.quantification.txt	d9a9e549f9f14919a253a6d7087158b2	TCGA-BP-5010-01A-02R-1419-13	KIRC	TCGA
01f6ee30-1e78-4070-a6a2-96e7ceba3440	7677c4fb-c028-4410-8aaf-dde5a371447e.mirbase21.isoforms.quantification.txt	02e3ba8f5fc91c2a5ba2817c87febd49	TCGA-4Z-AA82-01A-11R-A39B-13	BLCA	TCGA
01f8a315-f475-4e1a-bde0-7b4754872f69	617d5705-c14d-4136-84c4-b602ee48c896.mirbase21.isoforms.quantification.txt	a1f233807fdc6bb2dc200d3c7f1b2dbe	TCGA-C8-A8HP-01A-11R-A36A-13	BRCA	TCGA
01fc68fa-f3f4-4e3d-b7f5-f2c21e59e673	a5b876ee-a31b-430e-80a0-5623d88a5ca4.mirbase21.isoforms.quantification.txt	a137ec2df304a8658737621be25c0592	TCGA-IQ-A61E-01A-22R-A30I-13	HNSC	TCGA
020b69a3-8a7a-4160-acc8-dae31d14f1ed	8ef2def3-96a2-4965-8845-f4b25a29f8e2.mirbase21.isoforms.quantification.txt	3ed98ce436712deef0985f8f2308d466	TCGA-XF-AAMR-01A-31R-A42V-13	BLCA	TCGA
0221c0ad-b27e-4d3f-9f86-74bd1403b59c	bfc51e34-dcbd-493d-9409-e18fccec6ed4.mirbase21.isoforms.quantification.txt	ec4fd54cda47b327d759429b9eb04606	TCGA-86-8073-01A-11H-2240-13	LUAD	TCGA
023d1feb-e375-4ffd-8805-19548c616c50	60b855b3-a936-4829-b8db-8ab5cba22094.mirbase21.isoforms.quantification.txt	df9bba102f1e7fef4f675afd8519fea4	TCGA-QR-A70N-01A-12R-A35M-13	PCPG	TCGA
0241ba74-2b8a-4690-85d3-dc3702dc38f2	d1628077-28e5-490b-bbac-7acd7caf600e.mirbase21.isoforms.quantification.txt	7ed19b311def5ba901cca509a680b935	TCGA-G4-6306-01A-11H-1773-13	COAD	TCGA
024e4b37-f121-4259-8ca2-69965a1785eb	9d88d8ad-2e30-4883-8bde-cb42720f4850.mirbase21.isoforms.quantification.txt	150eca66697039c1418cb177d39d3b66	TCGA-DI-A1BU-01A-11R-A136-13	UCEC	TCGA
026b2bd1-570d-479a-bc25-06072320bd75	3964db61-d2f1-43c1-ae2d-76be0e2908a4.mirbase21.isoforms.quantification.txt	f80dd5bca39873b1eba69f2389681df8	TCGA-MR-A8JO-01A-12R-A36A-13	LIHC	TCGA
02762026-2182-4a89-a594-c123eb7d92e2	c367a760-acc2-489b-a246-623103a2041a.mirbase21.isoforms.quantification.txt	224a3944a58f2c23a14bc50536839ac5	TCGA-39-5024-01A-21H-1819-13	LUSC	TCGA
027c27c5-bf83-4edc-abc5-f65ac8b15f3c	5cdb39e1-1c39-45d4-ae2f-17d4e5ae0b07.mirbase21.isoforms.quantification.txt	6c361f34673975de76d2bcb61aa7fd51	TCGA-BH-A1F8-01A-11R-A13P-13	BRCA	TCGA
027c7496-66f0-4186-a9b0-1c2129b19252	ad119167-3055-4516-80da-b8a6cb4720f4.mirbase21.isoforms.quantification.txt	eeaaefa807d28a22fb9e616e1a640914	TCGA-VS-A8EB-01A-11R-A36A-13	CESC	TCGA
027fcd8f-c072-4a6a-9680-a4aa532e4de2	d553c73e-1339-4530-bdd2-57125e7a1d54.mirbase21.isoforms.quantification.txt	90b41a9a062694baaf8fd04f65c4ee65	TCGA-AC-A5XU-01A-11R-A28I-13	BRCA	TCGA
0281909e-933d-431a-b728-c606fe9e2f18	97ce7ad1-4b76-4a20-9b28-305dfa8f51c0.mirbase21.isoforms.quantification.txt	03dcdbb37d241b48de56cf968ac76415	TCGA-B0-4712-11A-02R-1502-13	KIRC	TCGA
02918cde-7f9a-4c72-a463-72c6f56c8f07	1287b3b0-ce43-48b3-8ba7-6de02238f49c.mirbase21.isoforms.quantification.txt	0bd853b5bcae0c07583d8893fa44c205	TCGA-J8-A3O2-06A-11R-A23I-13	THCA	TCGA
